Channel,Gain,Time (sec),Time (hr),Well,Measurement,Units,Excitation,Emission,strain,sal,las,iptg,replicate,ChanStr
mScarletI,100,1594,0.44277777777777777,B3,10,AFU,565,595,mscar_diff,5,0,0,1,mScarletI100565595
mScarletI,100,1594,0.44277777777777777,B4,11,AFU,565,595,mscar_diff,7.5,0,0,1,mScarletI100565595
mScarletI,100,1594,0.44277777777777777,B5,11,AFU,565,595,mscar_diff,10,0,0,1,mScarletI100565595
mScarletI,100,1594,0.44277777777777777,B6,10,AFU,565,595,mscar_diff,15,0,0,1,mScarletI100565595
mScarletI,100,1594,0.44277777777777777,B7,0,AFU,565,595,mscar_diff,30,0,0,1,mScarletI100565595
mScarletI,100,1594,0.44277777777777777,B8,5,AFU,565,595,naive_T7,0,0,0,1,mScarletI100565595
mScarletI,100,1594,0.44277777777777777,B9,8,AFU,565,595,naive_T7,0,0,10,1,mScarletI100565595
mScarletI,100,1594,0.44277777777777777,B10,12,AFU,565,595,naive_T7,0,0,30,1,mScarletI100565595
mScarletI,100,1594,0.44277777777777777,B11,6,AFU,565,595,naive_T7,0,0,100,1,mScarletI100565595
mScarletI,100,1594,0.44277777777777777,B12,5,AFU,565,595,BLANK,0,0,0,0,mScarletI100565595
mScarletI,100,1594,0.44277777777777777,C1,10,AFU,565,595,BLANK,0,0,0,0,mScarletI100565595
mScarletI,100,1594,0.44277777777777777,C2,8,AFU,565,595,mscar_diff,0,0,0,2,mScarletI100565595
mScarletI,100,1594,0.44277777777777777,C3,0,AFU,565,595,mscar_diff,5,0,0,2,mScarletI100565595
mScarletI,100,1594,0.44277777777777777,C4,10,AFU,565,595,mscar_diff,7.5,0,0,2,mScarletI100565595
mScarletI,100,1594,0.44277777777777777,C5,1,AFU,565,595,mscar_diff,10,0,0,2,mScarletI100565595
mScarletI,100,1594,0.44277777777777777,C6,12,AFU,565,595,mscar_diff,15,0,0,2,mScarletI100565595
mScarletI,100,1594,0.44277777777777777,C7,10,AFU,565,595,mscar_diff,30,0,0,2,mScarletI100565595
mScarletI,100,1594,0.44277777777777777,C8,2,AFU,565,595,naive_T7,0,0,0,2,mScarletI100565595
mScarletI,100,1594,0.44277777777777777,C9,4,AFU,565,595,naive_T7,0,0,10,2,mScarletI100565595
mScarletI,100,1594,0.44277777777777777,C10,6,AFU,565,595,naive_T7,0,0,30,2,mScarletI100565595
mScarletI,100,1594,0.44277777777777777,C11,5,AFU,565,595,naive_T7,0,0,100,2,mScarletI100565595
mScarletI,100,1594,0.44277777777777777,C12,2,AFU,565,595,BLANK,0,0,0,0,mScarletI100565595
mScarletI,100,1594,0.44277777777777777,D1,6,AFU,565,595,BLANK,0,0,0,0,mScarletI100565595
mScarletI,100,1594,0.44277777777777777,D2,8,AFU,565,595,mscar_diff,0,0,0,3,mScarletI100565595
mScarletI,100,1594,0.44277777777777777,D3,12,AFU,565,595,mscar_diff,5,0,0,3,mScarletI100565595
mScarletI,100,1594,0.44277777777777777,D4,6,AFU,565,595,mscar_diff,7.5,0,0,3,mScarletI100565595
mScarletI,100,1594,0.44277777777777777,D5,5,AFU,565,595,mscar_diff,10,0,0,3,mScarletI100565595
mScarletI,100,1594,0.44277777777777777,D6,5,AFU,565,595,mscar_diff,15,0,0,3,mScarletI100565595
mScarletI,100,1594,0.44277777777777777,D7,0,AFU,565,595,mscar_diff,30,0,0,3,mScarletI100565595
mScarletI,100,1594,0.44277777777777777,D8,3,AFU,565,595,naive_T7,0,0,0,3,mScarletI100565595
